id,problema_solucion,verbo_solucion,sujeto_solucion,complemento_solucion,coordinador_zonal_solucion,responsable_solucion,responsable_sistema,corresponsable_solucion,sistematizador_solucion,lider_mesa_solucion,tipo_fuente,Tipo_Mesa,nombre_ambit,nombre_evento,nombre_instrumento,nombre_provincia,nombre_sector,nombre_sipoc,nombre_tipo_empresa,nombre_estado,supuestos_cumplimientos,riesgos_cumplimiento,plazo_cumplimiento,fecha_cumplimiento,total_actividades,fecha_ultimo_registro
2044,"Suscripción estratégica de acuerdos comerciales ","ACCESO A MERCADO","Negociación con Rusia, y otros mercados estratégicos.","Efectuar las gestiones correspondientes para iniciar un proceso de negociación con Rusia y otros mercados estratégicos con miras a suscribir acuerdos comerciales.    ","Edwin De La portilla",MCEI,MCEI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fortalecimiento del sector exportador","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2045,"Impulsar el diseño de una política comercial ","ACCESO A MERCADO","Profundización de medidas de defensa comercial.","Presentar las solicitudes  por parte del sector productivo ante el organismo competente para realizar la investigación y eventual aplicación de medidas en el marco de los compromisos internacionales","Edwin De La portilla",MCEI,MCEI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fortalecimiento del sector exportador","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2046,"Impulsar el diseño de una política comercial ","ACCESO A MERCADO","Defender los intereses comerciales del país en los acuerdos vigentes.","Desarrollar estrategias de negociación conjuntas públicas privadas para resolver los problemas de acceso real (medidas sanitarias, normas técnicas, administrativas, entre otras)","Edwin De La portilla",MCEI,MCEI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fortalecimiento del sector exportador","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2047,"Impulsar el diseño de una política comercial ","ACCESO A MERCADO","Defender los intereses comerciales del país en los acuerdos vigentes.","Adicionalmente a todas las gestiones que se deban realizar, se considera efectuar misiones de negociación conjuntas públicas privadas con nuestros socios comerciales para resolver los problemas de acceso real (medidas sanitarias, normas técnicas, administrativas, entre otras)","Edwin De La portilla",MCEI,MCEI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fortalecimiento del sector exportador","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2048,"Impulsar el diseño de una política comercial ","ACCESO A MERCADO","Defender los intereses comerciales del país en los acuerdos vigentes.","Fortalecer las oficinas comerciales  en temas específicos como por ejemplo en la incorporación de expertos  en acceso a mercados, entre otros.","Edwin De La portilla",MCEI,MCEI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fortalecimiento del sector exportador","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2049,"Impulsar el diseño de una política comercial ","ACCESO A MERCADO","Desarrollo de un plan nacional para el fomento a las exportaciones","Elaborar  el  Plan Nacional de Fomento de las Exportaciones a través de la conformación de un grupo público y privado. ","Edwin De La portilla",MCEI,MCEI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fortalecimiento del sector exportador","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2051,"Fortalecer medidas de control del contrabando ","ACCESO A MERCADO","Aplicar controles en frontera marítima y terrestre que evite el contrabando ","Reforzar la institucionalidad y establecer las responsabilidades de las instituciones de control de contrabando","Edwin De La portilla",SENAE,SENAE,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Promoción del consumo responsable","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2052,"Fortalecer medidas de control del contrabando ","ACCESO A MERCADO","Aplicar controles en frontera marítima y terrestre que evite el contrabando ","Reforzar el Comité de control de contrabando","Edwin De La portilla",SENAE,SENAE,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Promoción del consumo responsable","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2053,"Fortalecer medidas de control del contrabando ","ACCESO A MERCADO","Aplicar controles en frontera marítima y terrestre que evite el contrabando ","Fortalecer la normativa relacionado al control del contrabando ","Edwin De La portilla",SENAE,SENAE,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Promoción del consumo responsable","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2054,"Fortalecer medidas de control del contrabando ","ACCESO A MERCADO","Aplicar controles en frontera marítima y terrestre que evite el contrabando ","Establecer mecanismos para el control de contrabando :
- Trazabilidad, 
- Incentivos positivos,
- Entre otros ","Edwin De La portilla",SENAE,SENAE(OLD),N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Promoción del consumo responsable","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2055,"Fortalecer medidas de control del contrabando ","ACCESO A MERCADO","Aplicar controles en frontera marítima y terrestre que evite el contrabando ","Generar campañas de concientización de consumo nacional","Edwin De La portilla",SENAE,SENAE(OLD),N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Promoción del consumo responsable","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2060,"Transparencia y eficiencia en las compras públicas. (SERCOP).","ACCESO A MERCADO","Apoyar la participación de EPS, ARTESANOS y MIPYMES en las compras públicas","Revisar y recomendar los mecanismos para la catalogación diferenciada y consorciada (Catálogo único EPS, catálogo único MIPYMES, ARTESANOS).","Edwin De La portilla",SERCOP,SERCOP,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Promoción del consumo responsable","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2061,"Transparencia y eficiencia en las compras públicas. (SERCOP).","ACCESO A MERCADO","Apoyar la participación de EPS, ARTESANOS y MIPYMES en las compras públicas","Revisar para mejorar el catálogo dinámico inclusivo y electrónico (precios, tiempos, cobertura, otros).","Edwin De La portilla",SERCOP,SERCOP,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Promoción del consumo responsable","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2062,"Transparencia y eficiencia en las compras públicas. (SERCOP).","ACCESO A MERCADO","Apoyar la participación de EPS, ARTESANOS y MIPYMES en las compras públicas","Potenciar el mecanismo de contratación pública de ferias inclusivas ","Edwin De La portilla",SERCOP,SERCOP,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Promoción del consumo responsable","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2063,"Transparencia y eficiencia en las compras públicas. (SERCOP).","ACCESO A MERCADO","Apoyar la participación de EPS, ARTESANOS y MIPYMES en las compras públicas","Revisar el mecanismo para incrementar la participación del componente nacional en contratos con financiamiento internacional.","Edwin De La portilla",SERCOP,SERCOP,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Promoción del consumo responsable","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2064,"Créditos con altas tazas de interes",Realizar,"con Ban Ecuador","un acercamiento para analizar y resolver el tema","ALEX MARTINEZ",BANECUADOR,BANECUADOR,MIPRO,N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad","Crédito y financiamiento productivo","MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Insumos,EPS,"En Revisión",,,,0000-00-00,0,NULL
2065,"Créditos sin períodos de gracia",Realizar,"con Ban Ecuador","un acercamiento para analizar y resolver el tema","ALEX MARTINEZ",BANECUADOR,BANECUADOR,MIPRO,N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad","Crédito y financiamiento productivo","MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Insumos,EPS,"En Revisión",,,,0000-00-00,0,NULL
2066,"mala prestación de servicios de BAN ECUADOR",Realizar,"con Ban Ecuador","un acercamiento para analizar y resolver el tema","ALEX MARTINEZ",BANECUADOR,BANECUADOR,MIPRO,N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Insumos,EPS,"En Revisión",,,,0000-00-00,0,NULL
2067,"Créditos pasados de 30. ooo Usd se tienen que tramitar en Ibarra",Realizar,"con Ban Ecuador","un acercamiento para analizar y resolver el tema","ALEX MARTINEZ",BANECUADOR,BANECUADOR,MIPRO,N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad","Simplificación de trámites","MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Insumos,EPS,"En Revisión",,,,0000-00-00,0,NULL
2068,"Ban Ecuador no da crédito para maquinaria en Sucumbíos",Realizar,"acercamiento con autoridades ","de Ban ecuador para solucionar estos inconvenientes","ALEX MARTINEZ",BANECUADOR,BANECUADOR,MIPRO,N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad","Crédito y financiamiento productivo","MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Insumos,EPS,"En Revisión",,,,0000-00-00,0,NULL
2069,"Ban Ecuador no se suma a trabajo realizado por la Mesa Técnica Productiva Interinstutucional de Sucumbíos",Realizar,"acercamiento con autoridades ","de Ban ecuador para solucionar estos inconvenientes","ALEX MARTINEZ",BANECUADOR,BANECUADOR,MIPRO,N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad","Crédito y financiamiento productivo","MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Insumos,EPS,"En Revisión",,,,0000-00-00,0,NULL
2070,"Exeso de tramitología en la documentación que exigen las instituciones ",Articular,"con las diferentes instituciones","simplificar los tramites y realizar capacitaciones respectivas para facilitar los trámites","ALEX MARTINEZ",ARCSA,ARCSA,MIPRO,N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad","Simplificación de trámites","MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Insumos,EPS,"En Revisión",,,,0000-00-00,0,NULL
2071,"Las oficinas del ARCSA solamente atienden los lunes y el resto de semana no","Gestionar ","con las autoridades del ARCSA","que la atención en las oficinas técnicas se preste un mejor servicio","ALEX MARTINEZ",ARCSA,ARCSA,MIPRO,N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad",Otros,"MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Insumos,EPS,"En Revisión",,,,0000-00-00,0,NULL
2072,"Falta de laboratorio de anális de alimentos","Gestionar ","con las autoridades del ARCSA","que el laboratorio que posee el INIAP en Sucumbíos pueda ser acreditado para hacer análisis de alimentos","ALEX MARTINEZ",ARCSA,ARCSA,"INIAP, MIPRO",N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Proceso,EPS,"En Revisión",,,,0000-00-00,0,NULL
2073,"Se incluya en las agenda productiva de Sucumbíos el tema de la piscicuiltura",Incluir,"en la agenda productiva de Sucumbiós","los cambios que sugiere el GPS","ALEX MARTINEZ",MIPRO,NULL,N/A,N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Insumos,EPS,"En Revisión",,,,0000-00-00,0,NULL
2074,"Falta de compromiso de los funcionarios públicos",Incluir,"en la agenda productiva de Sucumbiós","los cambios que sugiere el GPS","ALEX MARTINEZ",MIPRO,NULL,N/A,N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad","Optimización y simplificación tributaria","MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Proveedores,EPS,"En Revisión",,,,0000-00-00,0,NULL
2075,"Deficiente acceso a mercados","Gestionar ","con SCPM","el incremento del 14 al 20% la resolución 008 ","ALEX MARTINEZ",SCPM,NULL,MIPRO,N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad","Atracción de la inversión extranjera directa","MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Mercado,EPS,"En Revisión",,,,0000-00-00,0,NULL
2076,"Precios del café demasiado baratos","Gestionar ","con SCPM","el control de precios","ALEX MARTINEZ",SCPM,NULL,MIPRO,N/A,"ALEX MARTINEZ",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PROVINCIALES-Sucumbios","Intervención zonal",Sucumbios,Agroindustria,Mercado,EPS,"En Revisión",,,,0000-00-00,0,NULL
2077,"Los procesos de compras públicas que mantiene el estado con las pequeñas asociaciones de Artesanos no se estan cumpliendo los pagos pactados en las fechas establecidas en el contrato","Solicitar pago inmediato a las instituciones públicas de los haberes pendientes","SERCOP dara seguimiento al proceso de pago de los contratos pendientes de pago ","Dar seguimiento a los pagos pendientes que mantienen las instituciones con las Asociaciones que brindaron servicios o productos","FRANKLIN FLORES",SERCOP,NULL,MIPRO,"FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad","Simplificación de trámites","MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios","Contratación pública",Sucumbios,Comercio,Proveedores,Artesano,"En Revisión",,,,0000-00-00,0,NULL
2078,"Los pequeños Artesanos Asociados no estan siendo tomados en cuenta en los proceos de contratación y/o compra públicas. Se da preferencia a otras empresas grandes","Solicitar que los procesos de contratación pública sean mas incluyentes","SERCOP verificara que los procesos de contratación sean mas equitativos para los sectores","Fortalecer los proceos de contratación para que los actores sociales como GAD´S, ","FRANKLIN FLORES",SERCOP,NULL,MIPRO,"FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad","Generación de empleo","MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios","Contratación pública",Sucumbios,Comercio,Proveedores,Artesano,"En Revisión",,,,0000-00-00,0,NULL
2079,"Los precios fijados en los catalogos de compras, no estan acordes a la realidad del territorio de Sucumbios.  Los precios son mas altos y no estan generando utilidad al pequeño productor asociado.","Solicitar la revición de las tarifas  de acuerdo a los costos de producción del sector","SERCOP verificara que los procesos de contratación se cumplan de manera transparente","Gestionar con las autoridades competentes para que se realice una revisión a las tasas fijadas para este sector","FRANKLIN FLORES",SERCOP,NULL,MIPRO,"FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad","Generación de empleo","MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios","Contratación pública",Sucumbios,Comercio,Proveedores,EPS,"En Revisión",,,,0000-00-00,0,NULL
2080,"Las Asociaciones de Servicios de alimentación y limpieza estan inconformes con los catalogos de precios electronicos fijados por la SERCOP","Solicitar revisión de las tasas fijadas  por la sercop para los servicios de alimentación y limpieza","SERCOP verificara que los procesos de contratación se cumplan de manera transparente","Gestionar con las autoridades competentes para que se realice una revisión a las tasas fijadas para este sector","FRANKLIN FLORES",SERCOP,NULL,MIPRO,"FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad","Generación de empleo","MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios","Contratación pública",Sucumbios,Comercio,Proveedores,EPS,"En Revisión",,,,0000-00-00,0,NULL
2081,"Las Asociaciones de textiles solicitan revisión de los precios fijados en los catalogos de la SERCOP por cuanto trabajan a perdida","Verificar que los procesos de contratación que lleva a cabo el estado con el minedu sean transparentes e incluyentes","SERCOP verificara que los procesos de contratación sean mas equitativos para los sectores","Verificar la realidad de costos de producción del sector textil de Sucumbios  al momento de realizar las contrataciones","FRANKLIN FLORES",SERCOP,NULL,MIPRO,"FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad","Generación de empleo","MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios","Contratación pública",Sucumbios,Comercio,Proveedores,EPS,"En Revisión",,,,0000-00-00,0,NULL
2082,"Falta de conocimiento de quienes son los tecnicos del GAD Provincial Unidad de Turismo",Presentar," GAD Provincial","los tecnicos a los prestadores de servicios turisticos","FRANKLIN FLORES",GAD,NULL,MINTUR,"FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad",Otros,"MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios","Asistencia técnica",Sucumbios,Turismo,Proveedores,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2083,"Falta de calidad en prestadores de servicios turisticos improvisados",Capacitar,MINTUR,"a los prestadores de servicios turisticos improvisados","FRANKLIN FLORES",MINTUR,NULL,"GAD PROVINCIAL","FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad","Generación de empleo","MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios","Asistencia técnica",Sucumbios,Turismo,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2084,"Fuga de personal capacitado del sector turistico a las petroleras",Implementar,MINTUR,"Sistema de certificacion a personal tuiristico por parte de empleadores se estos servicios previo a los talleres","FRANKLIN FLORES",MINTUR,NULL,"GAD PROVINCIAL","FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios",Reglamento,Sucumbios,Turismo,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2085,"Baja competitividad del sector turistico frente al mercado colombiano",Declarar,MIPRO,"Zona franca a la provincia","FRANKLIN FLORES",MIPRO,NULL,SRI,"FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios","Incentivos tributarios",Sucumbios,Turismo,Proveedores,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2086,"Desconocimiento del Plan Turistico Integral de la Provincia",Socializar,"GAD Provincial","el Plan Integral a los prestadores de servicios turisticos","FRANKLIN FLORES",GAD,NULL,MINTUR,"FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios","Política pública",Sucumbios,Turismo,Insumos,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2087,"Servicios conexos al turismo de mala calidad, tales como transporte",Concientizar,MINTUR,"a transportistas y otros sobre el valor del turismo","FRANKLIN FLORES",MINTUR,NULL,"GAD PROVINCIAL","FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios","Política pública",Sucumbios,Turismo,Producto,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2088,"Falta de coordinacion entre entes publicos y privados para juntar esfuerzos",Implementar,MINTUR,"La Mesa Tecnica Provincial de Turismo","FRANKLIN FLORES",MINTUR,NULL,"GAD PROVINCIAL","FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios",Ordenanzas,Sucumbios,Turismo,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2089,"Perdida de la identidad cultural como potencial turistico",Implementar,MINEDU,"Programa guardianes de la lengua y la cultura ancestral","FRANKLIN FLORES",MINEDU,NULL,MINTUR,"FRANKLIN FLORES","FRANKLIN FLORES",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PRODUCTIVAS PROVINCIALES-Sucumbios","Política pública",Sucumbios,Turismo,Producto,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2091,"Políticas de estado que encarecen los costos de producción",Identificar,"cuellos de botella de costos para la producción","con el objeto de incrementar la productividad y disminuir los tiempos de espera","DR. CARLOS GOMEZ DE CRUZ ","SUPERINTENDENCIA DE CONTROL DEL PODER DE MERCADO",MIPRO,"GADS, ","ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PROVINCIALES-Cañar","Política pública",Cañar,Agroindustria,Insumos,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2092,"Capacitaciones al sector",Investigar,"la situación actual de los influyentes de la industria","para mejorar la producción","DR. CARLOS GOMEZ DE CRUZ ",MAG,MIPRO,MIPRO,"ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Promoción del consumo responsable","MESAS COMPETITIVAS PROVINCIALES-Cañar","Asistencia técnica",Cañar,Agroindustria,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2093,"Falta de investigación y desarrollo",Desarrollar,"nuevos productos agroindustriales con alto valor agregado","para mejores oportunidades en el mercado","DR. CARLOS GOMEZ DE CRUZ ",MAG,MIPRO,MIPRO,"ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PROVINCIALES-Cañar",Tecnología,Cañar,Agroindustria,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2095,"Cero exportaciones
 Inestabilidad de precio en el mercado",Fomentar,"una política de pago de calidad de materia prima ","para generar una cultura de producción nacional","DR. CARLOS GOMEZ DE CRUZ ","SUPERINTENDENCIA DE CONTROL DEL PODER DE MERCADO",NULL,"MAG, GADS Y MIPRO  ","ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PROVINCIALES-Cañar","Política pública",Cañar,Agroindustria,Mercado,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2096,"Contrabando de leche en polvo",Establecer,políticas,"para el control de ingreso de leche en polvo e insumos","DR. CARLOS GOMEZ DE CRUZ ",SENAE,SENAE,"MAG, MIPRO  ","ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Promoción del consumo responsable","MESAS COMPETITIVAS PROVINCIALES-Cañar","Política pública",Cañar,Agroindustria,Mercado,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2097,"Falta de construcción de liderazgo",Apoyar,"procesos de liderazgo continuo ","para fomentar la producción","DR. CARLOS GOMEZ DE CRUZ ",GADS,MIPRO,"MAG, MIPRO","ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","MESAS COMPETITIVAS PROVINCIALES-Cañar","Asociatividad,",Cañar,Agroindustria,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2098,"Falta de capacidades administrativas en organizaciones",Desarrollar,"programas de capacitación","para el sector","DR. CARLOS GOMEZ DE CRUZ ",SRI,SRI,MIPRO,"ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PROVINCIALES-Cañar","Asistencia técnica",Cañar,Agroindustria,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2099,"Falta de identificación de oportunidades de inversión",Desarrollar,"planes de negocios ","para nuevos productos","DR. CARLOS GOMEZ DE CRUZ ",BANECUADOR,BANECUADOR,"GOBIERNOS PROVINCIALES
GADS  MUNICIPALES","ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Inversión en iniciativas productivas nacionales","MESAS COMPETITIVAS PROVINCIALES-Cañar","Inversión ",Cañar,Agroindustria,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2100,"Acceso a recursos de inversión con requisitos preferenciales tales como interés y plazo",Definir,"productos crediticios","acorde a la realidad territorial","DR. CARLOS GOMEZ DE CRUZ ",BANECUADOR,BANECUADOR,"CORPORACIÓN FINANCIERA NACIONAL","ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Crédito y financiamiento productivo","MESAS COMPETITIVAS PROVINCIALES-Cañar",Financiamiento,Cañar,Agroindustria,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2102,"Falta de espacios de comercialización en lo que se refiere a biocombustible o precesamiento del alcohol",Establecer,"espacios de mercado","para la industria licorera o biocombustible","DR. CARLOS GOMEZ DE CRUZ ",MIPRO,MIPRO,"MAG, IEPS, SUPERINTENDENCIA DE CONTROL DE  MERCADO","ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PROVINCIALES-Cañar","Política pública",Cañar,Agroindustria,Mercado,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2103,"Inversiones en organizaciones sin articulación territorial por parte del Estado y Gads",Desarrollar,"cadenas productivas","para la generación de empleo","DR. CARLOS GOMEZ DE CRUZ ",MAG,MIPRO,"GADS, MIPRO","ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Generación de empleo","MESAS COMPETITIVAS PROVINCIALES-Cañar","Asociatividad,",Cañar,Agroindustria,Proveedores,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2104,"No existe planes o proyectos siembra y renovación de variedades de cacao",Generar,"encadenamientos productivos","para promover relaciones comerciales de largo plazo","DR. CARLOS GOMEZ DE CRUZ ",MAG,MIPRO,MIPRO,"ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Inversión en iniciativas productivas nacionales","MESAS COMPETITIVAS PROVINCIALES-Cañar","Asociatividad,",Cañar,Agroindustria,Insumos,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
